id,headline,country,label,headline_clean,sentiment_polarity,sentiment_score,emotional_intensity,subjectivity,framing_score,loaded_language,loaded_binary,framing_norm,bias_index
2813,Former Labor politicians urge Albanese to call Bondi federal royal commission,Australia,,former labor politicians urge albanese to call bondi federal royal commission,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
2814,'Completely false': Trump's claims about stolen oil refuted,Australia,,completely false trumps claims about stolen oil refuted,negative,-0.4939,0.4939,0.6,0,no,0,0.0,0.382865
2815,Police employee faces court over alleged antisemitic online posts,Australia,,police employee faces court over alleged antisemitic online posts,neutral,0.0,0.0,0.1,0,no,0,0.0,0.034999999999999996
2816,Batting class prevails for Head and Root on a fiery day in Sydney,Australia,,batting class prevails for head and root on a fiery day in sydney,negative,-0.34,0.34,0.0,0,no,0,0.0,0.119
2817,Energy company sent debt collectors after pensioner for their billing mistake,Australia,,energy company sent debt collectors after pensioner for their billing mistake,negative,-0.4215,0.4215,0.0,0,no,0,0.0,0.147525
2818,Quick hits: Marnus profits from 'dumb' cricket as Green's agony continues,Australia,,quick hits marnus profits from dumb cricket as greens agony continues,negative,-0.4939,0.4939,0.5,0,no,0,0.0,0.347865
2819,Suspension lifted for chief medical officer after 14-month wait,Australia,,suspension lifted for chief medical officer after 14month wait,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
2820,Bondi Beach gunman moved to Goulburn Supermax prison,Australia,,bondi beach gunman moved to goulburn supermax prison,negative,-0.5106,0.5106,0.0,0,no,0,0.0,0.17871
2821,Nicolás Maduro the latest high-profile inmate of NY jail branded ‘hell on earth’,Australia,,nicols maduro the latest highprofile inmate of ny jail branded hell on earth,negative,-0.6808,0.6808,0.45,0,no,0,0.0,0.39577999999999997
2822,"Pastas, curries and tray bakes: Your favourite recipes of 2025",Australia,,pastas curries and tray bakes your favourite recipes of 2025,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
2823,Queensland government unveils plans for Olympic stadium,Australia,,queensland government unveils plans for olympic stadium,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
2824,Denmark tells Trump to stop Greenland 'threats',Australia,,denmark tells trump to stop greenland threats,negative,-0.6124,0.6124,0.0,0,no,0,0.0,0.21434
2825,"Victims withholding information after three shootings in a week, Tasmania Police says",Australia,,victims withholding information after three shootings in a week tasmania police says,negative,-0.3182,0.3182,0.0,0,no,0,0.0,0.11136999999999998
2826,Alleged fatal hit-and-run driver bailed and allowed to travel to Thailand,Australia,,alleged fatal hitandrun driver bailed and allowed to travel to thailand,negative,-0.5423,0.5423,0.1,0,no,0,0.0,0.224805
2827,Off-duty fireman tries to rescue man from fatal unit blaze,Australia,,offduty fireman tries to rescue man from fatal unit blaze,negative,-0.0516,0.0516,0.4,0,no,0,0.0,0.15805999999999998
2828,Key points to unpack US attacks on Venezuela,Australia,,key points to unpack us attacks on venezuela,negative,-0.4404,0.4404,1.0,0,no,0,0.0,0.50414
2829,Bureau forecasts moderate chance of cyclone hitting far north Queensland coast,Australia,,bureau forecasts moderate chance of cyclone hitting far north queensland coast,positive,0.25,0.25,0.85,0,no,0,0.0,0.385
2830,Why did Venezuelan rally go ahead in Sydney despite protest restrictions?,Australia,,why did venezuelan rally go ahead in sydney despite protest restrictions,positive,0.1877,0.1877,0.0,0,no,0,0.0,0.065695
2831,Prison escapee attacks Victorian farm worker,Australia,,prison escapee attacks victorian farm worker,negative,-0.7351,0.7351,0.0,0,no,0,0.0,0.257285
2832,Pilot escapes injury as plane crash causes fire at Parafield Airport,Australia,,pilot escapes injury as plane crash causes fire at parafield airport,negative,-0.7506,0.7506,0.0,0,no,0,0.0,0.26271
2833,Alert dog saves residents as fire destroys Wynnum home,Australia,,alert dog saves residents as fire destroys wynnum home,negative,-0.5859,0.5859,0.0,0,no,0,0.0,0.20506499999999997
2834,All victims of Swiss ski resort bar fire now identified,Australia,,all victims of swiss ski resort bar fire now identified,negative,-0.5719,0.5719,0.0,0,no,0,0.0,0.20016499999999998
2835,Cause of woman's death in custody still 'undetermined' after post-mortem,Australia,,cause of womans death in custody still undetermined after postmortem,negative,-0.5994,0.5994,0.0,0,no,0,0.0,0.20979
2836,Police investigate burglary at offices of comedy troupe Sooshi Mango,Australia,,police investigate burglary at offices of comedy troupe sooshi mango,positive,0.3612,0.3612,0.0,0,no,0,0.0,0.12642
2837,States brace for 'worst' heatwave since Black Summer,Australia,,states brace for worst heatwave since black summer,negative,-0.6249,0.6249,0.7166666666666667,0,no,0,0.0,0.4695483333333333
2838,Second Root century secures him as 'best player outside of Bradman',Australia,,second root century secures him as best player outside of bradman,positive,0.7579,0.7579,0.1166666666666666,0,no,0,0.0,0.30609833333333325
2839,How to check if you are owed share of $300m in unclaimed cash in NSW,Australia,,how to check if you are owed share of 300m in unclaimed cash in nsw,positive,0.296,0.296,0.0,0,no,0,0.0,0.10359999999999998
2840,Trump gambles on MAGA base backing his new imperialism,Australia,,trump gambles on maga base backing his new imperialism,neutral,0.0258,0.0258,0.7272727272727273,0,no,0,0.0,0.2635754545454545
2841,Measles alert as Adelaide and Sydney airports among possible exposure sites,Australia,,measles alert as adelaide and sydney airports among possible exposure sites,positive,0.296,0.296,1.0,0,no,0,0.0,0.45359999999999995
2842,Australian Sarah Snook wins Best Actress at the Critics Choice Awards,Australia,,australian sarah snook wins best actress at the critics choice awards,positive,0.8658,0.8658,0.1666666666666666,0,no,0,0.0,0.36136333333333326
2843,Eels sign potential Lomax replacement ahead of 2026 NRL season,Australia,,eels sign potential lomax replacement ahead of 2026 nrl season,neutral,0.0,0.0,1.0,0,no,0,0.0,0.35
2844,"Critics Choice winners: Sinners, One Battle After Another lead nominations",Australia,,critics choice winners sinners one battle after another lead nominations,negative,-0.1779,0.1779,0.0,0,no,0,0.0,0.062264999999999994
2845,Beef industry mourns loss of Sir Graham McCamley,Australia,,beef industry mourns loss of sir graham mccamley,negative,-0.6908,0.6908,0.0,0,no,0,0.0,0.24177999999999997
2846,Deputy Victorian Opposition Leader Sam Groth won't contest next election,Australia,,deputy victorian opposition leader sam groth wont contest next election,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
2847,Australia's neighbours slam Trump's 'dangerous precedent' in Venezuela,Australia,,australias neighbours slam trumps dangerous precedent in venezuela,negative,-0.6908,0.6908,0.9,0,no,0,0.0,0.5567799999999999
2848,The toad busters determined to take back a tropical island from its invaders,Australia,,the toad busters determined to take back a tropical island from its invaders,positive,0.34,0.34,0.0,0,no,0,0.0,0.119
2849,Djokovic quits players body he co-founded over transparency concerns,Australia,,djokovic quits players body he cofounded over transparency concerns,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
2850,"Live: Australia desperate for wickets as Root, Brook resume mammoth partnership",Australia,,live australia desperate for wickets as root brook resume mammoth partnership,negative,-0.3182,0.3182,0.75,0,no,0,0.0,0.3738699999999999
2851,Live: Oil prices on watch after US strikes on Venezuela,Australia,,live oil prices on watch after us strikes on venezuela,negative,-0.3612,0.3612,0.5,0,no,0,0.0,0.30142
2852,Stuart's accident on an e-scooter led him to warn others against them,Australia,,stuarts accident on an escooter led him to warn others against them,negative,-0.5423,0.5423,0.0,0,no,0,0.0,0.189805
2853,League president reported to AFL over 'gender weirdness' alleged comments,Australia,,league president reported to afl over gender weirdness alleged comments,negative,-0.2263,0.2263,0.1,0,no,0,0.0,0.114205
2854,Over 100 unseen videos sent by Gypsy Rose Blanchard to killer boyfriend released,Australia,,over 100 unseen videos sent by gypsy rose blanchard to killer boyfriend released,negative,-0.6486,0.6486,0.95,0,no,0,0.0,0.55951
2855,Sustainable timber certification under fire,Australia,,sustainable timber certification under fire,negative,-0.34,0.34,0.0,0,no,0,0.0,0.119
2856,The signs your child might have a developmental delay,Australia,,the signs your child might have a developmental delay,negative,-0.3182,0.3182,0.0,0,no,0,0.0,0.11136999999999998
2857,"As WA resident faces eviction, more questions about community housing",Australia,,as wa resident faces eviction more questions about community housing,negative,-0.4588,0.4588,0.5,0,no,0,0.0,0.33558
2858,DNA project aims to save ancient songbird,Australia,,dna project aims to save ancient songbird,positive,0.4939,0.4939,0.0,0,no,0,0.0,0.172865
2859,City-bound lanes of Adelaide freeway closed after motorbike crash,Australia,,citybound lanes of adelaide freeway closed after motorbike crash,negative,-0.3612,0.3612,0.1,0,no,0,0.0,0.16142
2860,'It sucks': Ex-Test leggie urges Aussies to back spin after Murphy omission,Australia,,it sucks extest leggie urges aussies to back spin after murphy omission,negative,-0.3612,0.3612,0.15,0,no,0,0.0,0.17892
2861,"Lower crime rates in Alice Springs leave many optimistic, others worried",Australia,,lower crime rates in alice springs leave many optimistic others worried,negative,-0.7003,0.7003,0.5,0,no,0,0.0,0.42010499999999995
2862,Japan's sacred 'forbidden island' completely off limits to women,Australia,,japans sacred forbidden island completely off limits to women,negative,-0.4215,0.4215,0.4,0,no,0,0.0,0.287525
2863,Isolated town awaits flood peak amid fears of devastating stock losses,Australia,,isolated town awaits flood peak amid fears of devastating stock losses,negative,-0.8957,0.8957,1.0,0,no,0,0.0,0.663495
2864,"Holiday Listening: Birds, bees and intelligent machines",Australia,,holiday listening birds bees and intelligent machines,positive,0.6908,0.6908,0.9,0,no,0,0.0,0.5567799999999999
2865,Patient says 'traumatising' hospital care deepened her mental health crisis,Australia,,patient says traumatising hospital care deepened her mental health crisis,negative,-0.5859,0.5859,0.2,1,yes,1,0.499999750000125,0.4750649500000249
2866,Kasatkina determined to 'pay back' Australia after emotional home debut,Australia,,kasatkina determined to pay back australia after emotional home debut,positive,0.3818,0.3818,0.325,0,no,0,0.0,0.24737999999999996
2867,Maduro's allies now ruling Venezuela reject US claims they will 'comply',Australia,,maduros allies now ruling venezuela reject us claims they will comply,negative,-0.4019,0.4019,0.0,0,no,0,0.0,0.14066499999999998
2868,How workplace generation gaps are leading to unlikely friendships,Australia,,how workplace generation gaps are leading to unlikely friendships,positive,0.3818,0.3818,0.5,0,no,0,0.0,0.30862999999999996
2869,Satellite images show damage from US strikes at site where Maduro was captured,Australia,,satellite images show damage from us strikes at site where maduro was captured,negative,-0.6908,0.6908,0.0,0,no,0,0.0,0.24177999999999997
2870,National donor conception register would prevent 'potential trauma',Australia,,national donor conception register would prevent potential trauma,negative,-0.4019,0.4019,1.0,0,no,0,0.0,0.49066499999999996
2871,Puggle trouble prompts warning to watch out for baby echidnas,Australia,,puggle trouble prompts warning to watch out for baby echidnas,negative,-0.6249,0.6249,0.2,0,no,0,0.0,0.288715
2872,Australian prime beef producers brace for fresh China tariff pain,Australia,,australian prime beef producers brace for fresh china tariff pain,negative,-0.25,0.25,0.25,0,no,0,0.0,0.175
2873,Police riot squad to carry long-arm firearms at Sydney Ashes series,Australia,,police riot squad to carry longarm firearms at sydney ashes series,negative,-0.5574,0.5574,0.0,0,no,0,0.0,0.19508999999999999
2874,'See it to believe it': Storm chaser captures rare red sprites across WA sky,Australia,,see it to believe it storm chaser captures rare red sprites across wa sky,neutral,0.0,0.0,0.45,0,no,0,0.0,0.1575
2875,Victim-survivor says 'there's no winners' after ex found guilty of DV,Australia,,victimsurvivor says theres no winners after ex found guilty of dv,negative,-0.6546,0.6546,1.0,0,no,0,0.0,0.57911
2876,Hiker killed in suspected mountain lion attack in Colorado,Australia,,hiker killed in suspected mountain lion attack in colorado,negative,-0.8591,0.8591,0.0,0,no,0,0.0,0.300685
2877,"A 'haven' for sailors on Queensland's coast, with tales of hidden treasure",Australia,,a haven for sailors on queenslands coast with tales of hidden treasure,positive,0.296,0.296,0.3333333333333333,0,no,0,0.0,0.22026666666666664
2878,Searches called off for teenager and man missing off Sydney beaches,Australia,,searches called off for teenager and man missing off sydney beaches,negative,-0.296,0.296,0.05,0,no,0,0.0,0.12109999999999999
2879,Migratory shorebirds arrive in northern WA as the other FIFO population,Australia,,migratory shorebirds arrive in northern wa as the other fifo population,neutral,0.0,0.0,0.375,0,no,0,0.0,0.13124999999999998
